TeacherNumber,TeacherAssessmentNumber,SchoolName,ClassNumber,Grade,ObservationRound,Status,Date,TeacherAssessmentQuestionKey,Q1Rating,Q2Rating,Q3Rating,Q4Rating,Q5Rating,Q6Rating,Q7Rating,Q8Rating,Q9Rating,Q10Rating,Q11Rating,Question1,Question2,Question3,Question4,Question5,Question6,Question7,Question8,Question9,Question10,Question11
Teacher-01853,Teacher Assessment-00726,24,Class-022169,4,Round 1,Treatment,14/11/18,Ghana Teacher Observation Question Key est 2018,3,3,3,3,3,3,3,3,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-01906,Teacher Assessment-01077,24,Class-022165,1,Round 2,Treatment,19/2/19,Ghana Teacher Observation Question Key est 2018,2,2,2,3,2,2,2,2,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-01906,Teacher Assessment-00725,24,Class-022165,1,Round 1,Treatment,14/11/18,Ghana Teacher Observation Question Key est 2018,2,2,2,2,2,2,2,2,2,2,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-01925,Teacher Assessment-01083,24,Class-022171,6,Round 2,Treatment,21/2/19,Ghana Teacher Observation Question Key est 2018,3,2,3,3,3,3,2,3,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-01925,Teacher Assessment-00727,24,Class-022171,6,Round 1,Treatment,14/11/18,Ghana Teacher Observation Question Key est 2018,3,3,3,3,3,3,3,3,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-01950,Teacher Assessment-01078,24,Class-022167,2,Round 2,Treatment,19/2/19,Ghana Teacher Observation Question Key est 2018,1,2,1,2,1,2,2,2,2,2,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-01950,Teacher Assessment-00729,24,Class-022167,2,Round 1,Treatment,15/11/18,Ghana Teacher Observation Question Key est 2018,2,2,2,2,2,2,2,2,2,2,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02685,Teacher Assessment-00728,24,Class-022170,5,Round 1,Treatment,15/11/18,Ghana Teacher Observation Question Key est 2018,1,2,3,1,2,2,2,1,1,2,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02838,Teacher Assessment-01084,24,Class-022170,5,Round 2,Treatment,21/2/19,Ghana Teacher Observation Question Key est 2018,2,2,2,2,2,2,2,1,1,2,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02448,Teacher Assessment-00736,25,Class-022048,1,Round 1,Treatment,21/11/18,Ghana Teacher Observation Question Key est 2018,2,2,2,2,3,2,2,3,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02449,Teacher Assessment-00738,25,Class-022051,2,Round 1,Treatment,21/11/18,Ghana Teacher Observation Question Key est 2018,2,2,2,3,3,3,2,3,3,2,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02478,Teacher Assessment-00737,25,Class-022052,3,Round 1,Treatment,21/11/18,Ghana Teacher Observation Question Key est 2018,3,3,3,3,3,3,3,3,3,2,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02479,Teacher Assessment-00739,25,Class-022053,4,Round 1,Treatment,21/11/18,Ghana Teacher Observation Question Key est 2018,3,3,4,3,3,3,3,3,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02610,Teacher Assessment-00740,25,Class-022055,6,Round 1,Treatment,22/11/18,Ghana Teacher Observation Question Key est 2018,2,2,2,2,2,3,2,2,3,2,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-01871,Teacher Assessment-00781,26,Class-022733,1,Round 1,Treatment,21/11/18,Ghana Teacher Observation Question Key est 2018,3,2,3,2,3,2,3,3,2,2,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02012,Teacher Assessment-00963,26,Class-022736,4,Round 2,Treatment,12/2/19,Ghana Teacher Observation Question Key est 2018,3,3,2,3,3,3,3,3,3,2,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02022,Teacher Assessment-00955,26,Class-022738,6,Round 2,Treatment,12/2/19,Ghana Teacher Observation Question Key est 2018,3,3,3,3,3,4,3,3,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02138,Teacher Assessment-00779,26,Class-022737,5,Round 1,Treatment,21/11/18,Ghana Teacher Observation Question Key est 2018,3,2,3,3,3,3,3,2,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02138,Teacher Assessment-00956,26,Class-022737,5,Round 2,Treatment,12/2/19,Ghana Teacher Observation Question Key est 2018,3,3,3,3,3,3,3,3,3,3,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02627,Teacher Assessment-01059,26,Class-022734,2,Round 2,Treatment,27/2/19,Ghana Teacher Observation Question Key est 2018,3,3,3,3,3,3,4,3,3,3,4,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02627,Teacher Assessment-00780,26,Class-022734,2,Round 1,Treatment,21/11/18,Ghana Teacher Observation Question Key est 2018,3,3,3,3,3,3,3,2,3,4,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02627,Teacher Assessment-00950,26,Class-022734,2,Round 2,Treatment,12/2/19,Ghana Teacher Observation Question Key est 2018,3,3,3,3,2,2,3,3,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02789,Teacher Assessment-00953,26,Class-022735,3,Round 2,Treatment,12/2/19,Ghana Teacher Observation Question Key est 2018,3,3,3,3,3,2,3,3,3,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-01165,Teacher Observation-00693,27,Class-022182,5,Round 1,Control,1/11/18,Ghana Teacher Observation Question Key est 2018,3,2,3,2,2,2,3,3,2,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-01924,Teacher Observation-00691,27,Class-022177,2,Round 1,Treatment,1/11/18,Ghana Teacher Observation Question Key est 2018,3,3,2,2,3,2,2,3,2,2,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-01932,Teacher Observation-00690,27,Class-022180,3,Round 1,Treatment,31/10/18,Ghana Teacher Observation Question Key est 2018,2,2,2,2,2,2,2,2,2,2,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-01945,Teacher Observation-00688,27,Class-022176,1,Round 1,Treatment,31/10/18,Ghana Teacher Observation Question Key est 2018,3,3,3,3,3,2,3,2,3,2,1,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02253,Teacher Observation-00689,27,Class-022181,4,Round 1,Treatment,31/10/18,Ghana Teacher Observation Question Key est 2018,3,3,4,3,3,3,2,3,2,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02655,Teacher Observation-00692,27,Class-022183,6,Round 1,Treatment,1/11/18,Ghana Teacher Observation Question Key est 2018,3,3,3,2,3,3,2,3,2,3,3,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02585,Teacher Observation-00694,28,Class-022166,1,Round 1,Control,31/10/18,Ghana Teacher Observation Question Key est 2018,2,2,1,2,2,3,2,2,2,2,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02585,Teacher Assessment-01085,28,Class-022166,1,Round 2,Control,25/2/19,Ghana Teacher Observation Question Key est 2018,3,3,2,2,3,2,2,3,2,3,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02586,Teacher Observation-00697,28,Class-022173,3,Round 1,Control,31/10/18,Ghana Teacher Observation Question Key est 2018,2,2,1,2,2,2,2,2,2,2,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
Teacher-02586,Teacher Observation-00695,28,Class-022172,2,Round 1,Control,31/10/18,Ghana Teacher Observation Question Key est 2018,2,2,2,2,2,2,2,2,2,2,2,To what level are interactions in the classroom positive and productive? To what level are all student groups respected and valued in the classroom?,To what level does the classroom environment support the lesson?,How well does the teacher manage and use PoP resources and material?,To what level do students exhibit a learning energy during the lesson that supports engagement?,To what level is the classroom culture and routine maximizing instructional time? To what level does the teacher use developmentally appropriate procedures?,To what level are student behavior expectations consistently monitored and reinforced?,"To what levels are directions clearly delivered and understandable? To what level is content communicated in a clear, concise manner?",To what level are questions considered quality? To what level do all students have an opportunity to answer questions?,To what level are students engaging in the lesson activities?,To what level does the teacher determine the understanding and needs of each student during the lesson? To what level are students aware of how they will demonstrate understanding of the lesson?,To what level does the teacher modify instruction within the lesson?
